tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id
TYR01034,Yokohama,YOK-Tour-139,225/45 R17,225,45,17,winter,mid-range,ev,1957.0,awd,front_right,Norway,Northern Europe,Oslo,59.78476,10.86023,cold,rural,2025-05-19,spring,19802.0,8.22,5.74,5.46,5.86,5.54,2.48,1.252,52896.0,33094.0,B,A,73.7,6.86,248.07,4.69,low,0
TYR01035,Continental,CON-Tour-838,235/45 R18,235,45,18,all-season,premium,city,1195.0,rwd,rear_left,Italy,Southern Europe,Milan,45.59965,9.29849,mediterranean,mountain,2023-06-30,summer,27978.0,7.36,4.99,4.55,4.92,4.75,2.37,0.847,67959.0,39982.0,A,E,72.5,7.8,336.31,4.95,low,0
TYR01036,Yokohama,YOK-Eco-483,195/65 R15,195,65,15,summer,mid-range,fleet,1632.0,rwd,rear_left,Spain,Southern Europe,Madrid,40.50685,-3.75042,mediterranean,rural,2024-10-06,autumn,35932.0,7.22,3.85,3.62,3.8,3.72,3.37,0.937,59991.0,24060.0,C,D,73.5,5.61,191.44,3.19,medium,1
TYR01037,BudgetRoad,BUD-Grip-794,205/55 R16,205,55,16,winter,budget,suv,1932.0,awd,front_right,Czechia,Eastern Europe,Prague,50.17997,14.53006,continental,mixed,2024-08-16,summer,17293.0,7.76,6.21,6.01,6.29,6.15,1.55,0.895,68777.0,51484.0,C,C,75.3,5.57,167.36,2.43,low,0
TYR01038,Bridgestone,BRI-Tour-199,195/65 R15,195,65,15,winter,mid-range,family,1332.0,fwd,rear_right,Germany,Western Europe,Berlin,52.51675,13.46596,continental,highway,2022-01-30,winter,25999.0,8.13,6.47,6.32,6.41,6.36,1.66,0.639,102208.0,76209.0,B,C,73.3,5.78,229.12,2.24,low,0
TYR01039,Pirelli,PIR-Drive-702,195/65 R15,195,65,15,all-season,premium,suv,2138.0,fwd,front_left,France,Western Europe,Lyon,45.68167,4.87842,temperate,rural,2022-03-24,spring,39494.0,8.63,5.26,4.78,5.3,5.06,3.37,0.854,82309.0,42816.0,C,C,72.6,5.91,272.96,3.32,low,0
TYR01040,Hankook,HAN-Grip-573,255/40 R19,255,40,19,winter,mid-range,ev,2116.0,awd,front_left,Sweden,Northern Europe,Stockholm,59.49692,18.05731,cold,mixed,2022-10-27,autumn,23304.0,8.26,5.95,5.83,5.89,5.88,2.31,0.989,67278.0,43974.0,B,D,70.4,6.72,256.45,3.81,low,0
TYR01041,Pirelli,PIR-Eco-746,255/40 R19,255,40,19,all-season,premium,family,1378.0,awd,rear_right,Norway,Northern Europe,Oslo,59.94559,10.7769,cold,mixed,2023-07-09,summer,18322.0,7.74,5.84,5.62,5.84,5.66,1.89,1.033,59419.0,41097.0,A,D,73.0,7.6,309.52,5.21,low,0
TYR01042,Hankook,HAN-Grip-739,195/65 R15,195,65,15,summer,mid-range,fleet,1730.0,rwd,rear_left,Norway,Northern Europe,Oslo,59.83586,10.83216,cold,mixed,2022-07-15,summer,59666.0,7.29,2.11,1.77,2.12,2.01,5.18,0.868,65520.0,5854.0,B,B,74.4,6.52,220.12,3.36,high,2
TYR01043,Goodyear,GOO-Grip-484,255/40 R19,255,40,19,winter,premium,fleet,1619.0,rwd,rear_right,Czechia,Eastern Europe,Prague,50.01348,14.48534,continental,urban,2022-03-08,spring,55607.0,8.34,4.22,3.77,4.25,4.11,4.12,0.741,90939.0,35332.0,C,B,73.7,6.02,310.83,3.42,low,0
TYR01044,Goodyear,GOO-Grip-985,235/45 R18,235,45,18,all-season,premium,city,1240.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.21953,21.06683,continental,highway,2021-05-15,spring,23647.0,8.39,6.96,6.9,7.1,6.8,1.42,0.601,112874.0,89226.0,E,B,73.1,2.48,300.62,2.66,low,0
TYR01045,Yokohama,YOK-Eco-780,255/40 R19,255,40,19,winter,mid-range,suv,1970.0,fwd,rear_right,Italy,Southern Europe,Milan,45.46116,9.17323,mediterranean,rural,2022-02-16,winter,28358.0,8.8,6.36,6.21,6.22,6.03,2.44,0.861,83589.0,55230.0,B,B,74.6,6.71,273.86,3.28,low,0
TYR01046,Yokohama,YOK-Tour-103,205/55 R16,205,55,16,winter,mid-range,ev,2081.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.46227,4.80635,oceanic,mountain,2020-10-04,autumn,27123.0,8.86,6.43,6.13,6.47,6.2,2.43,0.897,81023.0,53900.0,E,A,74.4,2.83,224.23,2.77,low,0
TYR01047,Hankook,HAN-Drive-293,235/45 R18,235,45,18,all-season,mid-range,family,1658.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.40552,20.92901,continental,mountain,2025-07-04,summer,19008.0,8.5,6.8,6.57,6.84,6.65,1.69,0.892,77366.0,58357.0,C,E,75.9,5.67,231.69,2.99,low,0
TYR01048,Pirelli,PIR-Tour-724,205/55 R16,205,55,16,all-season,premium,fleet,1667.0,awd,front_left,Portugal,Southern Europe,Lisbon,38.77794,-9.0567,mediterranean,rural,2025-05-26,spring,20146.0,7.39,6.3,6.16,6.33,6.15,1.09,,107279.0,87134.0,C,E,73.1,5.18,268.11,2.5,low,0
TYR01049,Goodyear,GOO-Drive-665,255/40 R19,255,40,19,all-season,premium,ev,2095.0,awd,front_left,France,Western Europe,Lyon,45.78571,4.81468,temperate,mixed,2019-04-04,spring,18160.0,7.94,6.88,6.79,6.77,6.55,1.06,0.586,108228.0,90068.0,D,D,73.1,4.89,320.76,2.96,low,0
TYR01050,Pirelli,PIR-Tour-235,205/55 R16,205,55,16,winter,premium,suv,1720.0,awd,front_right,Poland,Eastern Europe,Warsaw,52.20848,20.99515,continental,highway,2024-04-18,spring,18191.0,8.65,7.44,7.01,7.46,7.42,1.21,0.664,106178.0,87987.0,E,D,73.4,2.51,294.38,2.77,low,0
TYR01051,Continental,CON-Grip-572,195/65 R15,195,65,15,summer,premium,fleet,1400.0,rwd,rear_right,Germany,Western Europe,Berlin,52.47438,13.40183,continental,highway,2025-10-06,autumn,30967.0,8.77,,5.54,5.9,5.83,2.94,0.948,75592.0,44626.0,B,A,74.0,7.21,283.21,3.75,low,0
TYR01052,Continental,CON-Drive-987,255/40 R19,255,40,19,winter,premium,family,1642.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.33968,21.04055,continental,urban,2019-01-29,winter,14500.0,7.95,7.22,6.78,7.22,7.14,0.73,0.502,126390.0,111890.0,D,C,76.0,3.96,325.08,2.57,low,0
TYR01053,BudgetRoad,BUD-Eco-399,235/45 R18,235,45,18,summer,budget,ev,2003.0,rwd,front_left,Poland,Eastern Europe,Warsaw,52.2909,21.09126,continental,rural,2024-12-27,winter,21752.0,8.46,5.9,5.73,5.77,5.88,2.56,1.177,58239.0,36487.0,C,B,74.8,5.82,194.01,3.33,low,0
TYR01054,Michelin,MIC-Sport-871,225/45 R17,225,45,17,winter,premium,fleet,1289.0,awd,rear_right,Sweden,Northern Europe,Stockholm,59.41006,18.08656,cold,mountain,2020-05-23,spring,23927.0,7.27,,4.96,5.36,5.0,2.01,0.841,67463.0,43536.0,A,D,77.2,6.96,287.33,4.26,low,0
TYR01055,Goodyear,GOO-Eco-569,225/45 R17,225,45,17,winter,premium,suv,1434.0,fwd,front_right,Spain,Southern Europe,Madrid,40.4082,-3.71757,mediterranean,mountain,2021-05-10,spring,17791.0,8.02,6.7,6.51,6.75,6.63,1.32,0.742,86555.0,68764.0,B,B,71.8,6.7,294.68,3.4,low,0
TYR01056,Pirelli,PIR-Sport-136,225/45 R17,225,45,17,winter,premium,suv,1973.0,awd,rear_right,Norway,Northern Europe,Oslo,59.88938,10.78516,cold,mixed,2024-01-19,winter,26932.0,7.97,5.48,5.21,5.54,5.3,2.49,0.924,68984.0,42052.0,C,B,74.5,5.64,288.36,4.18,low,0
TYR01057,Goodyear,GOO-Grip-681,255/40 R19,255,40,19,winter,premium,city,1145.0,fwd,rear_left,Italy,Southern Europe,Milan,45.33918,9.25626,mediterranean,rural,2023-01-25,winter,40078.0,7.41,4.35,4.27,4.38,4.18,3.06,0.765,76006.0,35928.0,C,B,72.5,4.67,313.55,4.13,low,0
TYR01058,BudgetRoad,BUD-Grip-128,235/45 R18,235,45,18,all-season,budget,suv,2149.0,fwd,front_right,Germany,Western Europe,Berlin,52.64278,13.34942,continental,highway,2025-10-24,autumn,26678.0,8.86,5.67,5.47,5.7,5.62,3.18,1.193,60824.0,34146.0,B,B,68.7,6.35,186.86,3.07,low,0
TYR01059,Bridgestone,BRI-Grip-452,205/55 R16,205,55,16,all-season,mid-range,city,1191.0,rwd,rear_left,France,Western Europe,Lyon,45.75623,4.8189,temperate,rural,2024-10-17,autumn,17785.0,7.63,6.2,5.78,6.26,6.09,1.43,0.807,74786.0,57001.0,B,C,73.3,6.23,237.82,3.18,low,0
TYR01060,Hankook,HAN-Eco-784,255/40 R19,255,40,19,winter,mid-range,ev,1521.0,rwd,front_right,Italy,Southern Europe,Milan,45.53096,9.32798,mediterranean,rural,2024-05-28,spring,40717.0,8.84,5.25,4.81,5.38,5.23,3.59,0.882,82160.0,41443.0,A,D,74.8,7.18,275.73,3.36,low,0
TYR01061,Hankook,HAN-Grip-465,205/55 R16,205,55,16,winter,mid-range,family,1498.0,fwd,front_right,Spain,Southern Europe,Madrid,40.44477,-3.67979,mediterranean,mixed,2025-10-28,autumn,15157.0,8.66,7.72,7.32,7.67,7.7,0.94,0.621,113653.0,98496.0,D,D,72.2,4.86,216.88,1.91,low,0
TYR01062,BudgetRoad,BUD-Eco-437,255/40 R19,255,40,19,all-season,budget,city,1118.0,awd,front_right,Norway,Northern Europe,Oslo,59.81567,10.67332,cold,highway,2023-01-29,winter,26529.0,7.32,4.39,3.8,4.42,4.27,2.93,1.105,51788.0,25259.0,C,B,73.7,6.06,225.2,4.35,low,0
TYR01063,Continental,CON-Tour-916,225/45 R17,225,45,17,all-season,premium,fleet,1675.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.06818,20.99812,continental,urban,2024-01-04,winter,30948.0,7.94,6.01,5.89,6.06,5.82,1.93,0.623,101708.0,70761.0,C,A,70.9,5.2,291.9,2.87,low,0
TYR01064,Pirelli,PIR-Grip-850,205/55 R16,205,55,16,all-season,premium,ev,2346.0,fwd,front_left,Italy,Southern Europe,Milan,45.38354,9.16623,mediterranean,rural,2021-12-24,winter,12930.0,7.69,6.58,6.42,6.66,6.39,1.12,0.864,70532.0,57601.0,C,A,73.4,5.71,281.37,3.99,low,0
TYR01065,Goodyear,GOO-Eco-649,255/40 R19,255,40,19,winter,premium,city,1068.0,fwd,front_right,Spain,Southern Europe,Madrid,40.25228,-3.63034,mediterranean,highway,2025-07-26,summer,41610.0,7.6,5.23,5.05,5.26,5.12,2.36,0.568,105559.0,63948.0,D,B,71.1,4.45,299.43,2.84,low,0
TYR01066,Hankook,HAN-Grip-712,195/65 R15,195,65,15,summer,mid-range,ev,1858.0,fwd,rear_right,Portugal,Southern Europe,Lisbon,38.69347,-9.26085,mediterranean,urban,2024-05-03,spring,39608.0,7.39,4.34,4.32,4.32,4.16,3.05,0.769,75275.0,35667.0,A,C,72.8,7.82,223.4,2.97,low,0
TYR01067,Bridgestone,BRI-Drive-100,255/40 R19,255,40,19,summer,mid-range,fleet,1594.0,rwd,front_left,Norway,Northern Europe,Oslo,60.00383,10.8364,cold,mountain,2021-03-08,spring,64038.0,7.69,1.1,1.0,1.18,1.02,7.62,1.19,64038.0,0.0,C,C,71.9,5.38,-246.1,3.84,critical,3
TYR01068,Yokohama,YOK-Tour-370,255/40 R19,255,40,19,winter,mid-range,ev,1917.0,awd,front_right,Germany,Western Europe,Berlin,52.53106,13.25642,continental,mixed,2024-09-08,autumn,29340.0,8.59,,5.1,5.3,5.28,3.31,1.128,61998.0,32658.0,B,B,74.7,7.15,273.18,4.41,low,0
TYR01069,Pirelli,PIR-Drive-106,225/45 R17,225,45,17,winter,premium,fleet,1381.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.00811,20.9437,continental,mountain,2020-04-01,spring,30840.0,8.53,5.4,4.88,5.35,5.36,3.13,1.013,68369.0,37528.0,E,E,75.1,4.15,288.01,4.21,low,0
TYR01070,BudgetRoad,BUD-Sport-942,235/45 R18,235,45,18,summer,budget,family,1327.0,fwd,rear_right,Netherlands,Western Europe,Amsterdam,52.3017,4.95177,oceanic,mixed,2020-01-23,winter,19739.0,7.21,5.44,5.23,5.45,5.3,1.76,0.893,62764.0,43024.0,E,B,74.9,3.4,170.4,2.71,low,0
TYR01071,Pirelli,PIR-Sport-315,195/65 R15,195,65,15,summer,premium,family,1839.0,rwd,rear_left,Italy,Southern Europe,Milan,45.56084,9.26574,mediterranean,mixed,2024-12-12,winter,36855.0,8.44,5.34,5.26,5.36,5.24,3.1,0.841,81365.0,44510.0,B,C,74.9,6.34,237.62,2.92,low,0
TYR01072,Goodyear,GOO-Sport-585,225/45 R17,225,45,17,summer,premium,family,1601.0,rwd,front_right,Czechia,Eastern Europe,Prague,50.09344,14.35558,continental,highway,2025-11-04,autumn,18886.0,8.01,6.98,6.87,6.97,6.9,1.03,0.544,117892.0,99006.0,C,B,73.3,5.49,296.59,2.52,low,0
TYR01073,Yokohama,YOK-Tour-560,225/45 R17,225,45,17,summer,mid-range,suv,2149.0,rwd,rear_left,Czechia,Eastern Europe,Prague,50.08675,14.31679,continental,mixed,2020-08-16,summer,26628.0,7.87,5.37,4.94,5.2,5.35,2.49,0.937,66899.0,40272.0,B,C,75.4,7.1,200.83,3.0,low,0
TYR01074,Yokohama,YOK-Drive-885,255/40 R19,255,40,19,winter,mid-range,ev,2264.0,fwd,rear_right,Germany,Western Europe,Berlin,52.55545,13.41092,continental,urban,2023-08-02,summer,16302.0,7.6,5.6,5.5,5.56,5.35,2.01,1.232,48733.0,32432.0,B,D,73.7,5.99,283.15,5.81,low,0
TYR01075,Michelin,MIC-Sport-673,205/55 R16,205,55,16,summer,premium,suv,1640.0,rwd,rear_left,Germany,Western Europe,Berlin,52.55857,13.57328,continental,urban,2022-08-11,summer,25563.0,7.41,6.1,5.68,6.07,5.92,1.31,0.512,113281.0,87717.0,B,B,73.7,6.51,299.46,2.64,low,0
TYR01076,Pirelli,PIR-Sport-581,255/40 R19,255,40,19,all-season,premium,ev,1352.0,rwd,front_left,France,Western Europe,Lyon,45.77621,4.78066,temperate,urban,2021-09-22,autumn,42282.0,8.51,5.81,5.42,5.85,5.76,2.7,0.639,108198.0,65916.0,A,C,73.9,7.94,303.31,2.8,low,0
TYR01077,Yokohama,YOK-Sport-478,235/45 R18,235,45,18,summer,mid-range,suv,1833.0,awd,rear_right,Portugal,Southern Europe,Lisbon,38.75383,-9.05872,mediterranean,urban,2020-02-20,winter,13853.0,7.37,6.51,6.2,6.58,6.5,0.85,0.616,93607.0,79754.0,A,B,73.7,8.11,216.65,2.31,low,0
TYR01078,Bridgestone,BRI-Sport-406,195/65 R15,195,65,15,winter,mid-range,family,1534.0,awd,front_left,Norway,Northern Europe,Oslo,60.00572,10.73398,cold,mixed,2023-08-22,summer,10529.0,8.39,7.31,7.07,7.29,6.98,1.08,1.026,66182.0,55653.0,D,D,75.6,4.07,249.75,3.77,low,0
TYR01079,Pirelli,PIR-Sport-936,255/40 R19,255,40,19,summer,premium,ev,2037.0,fwd,rear_left,Czechia,Eastern Europe,Prague,50.15029,14.40616,continental,rural,2025-02-16,winter,27350.0,8.39,6.45,6.32,6.48,6.22,1.94,0.709,95726.0,68376.0,D,B,74.2,4.13,339.0,3.54,low,0
TYR01080,Michelin,MIC-Tour-441,205/55 R16,205,55,16,summer,premium,suv,2023.0,rwd,rear_right,Germany,Western Europe,Berlin,52.4795,13.30351,continental,highway,2021-01-24,winter,26901.0,8.57,6.53,6.28,6.53,6.33,2.04,0.759,91785.0,64884.0,B,A,71.3,6.15,289.13,3.15,low,0
TYR01081,Bridgestone,BRI-Eco-951,225/45 R17,225,45,17,all-season,mid-range,city,1461.0,fwd,front_left,France,Western Europe,Lyon,45.75872,4.83535,temperate,mountain,2023-10-17,autumn,24136.0,7.87,5.29,5.1,5.39,5.29,2.58,1.069,58598.0,34461.0,B,B,72.2,6.45,256.22,4.37,low,0
TYR01082,Michelin,MIC-Sport-603,255/40 R19,255,40,19,winter,premium,city,1423.0,awd,rear_right,Poland,Eastern Europe,Warsaw,52.20958,20.94495,continental,urban,2024-08-27,summer,21592.0,7.86,6.77,6.67,6.66,6.45,1.09,0.506,123835.0,102243.0,D,B,72.9,4.58,332.01,2.68,low,0
TYR01083,Hankook,HAN-Eco-687,195/65 R15,195,65,15,all-season,mid-range,city,1183.0,awd,front_left,Germany,Western Europe,Berlin,52.54934,13.45644,continental,rural,2020-04-05,spring,40472.0,7.69,4.36,4.09,4.4,4.22,3.33,0.824,73951.0,33479.0,C,D,74.2,4.63,234.04,3.16,low,0
TYR01084,Pirelli,PIR-Sport-447,195/65 R15,195,65,15,all-season,premium,ev,1695.0,rwd,rear_right,Norway,Northern Europe,Oslo,59.84767,10.73541,cold,mountain,2020-09-15,autumn,27444.0,8.25,5.06,4.66,5.03,4.92,3.19,1.163,57183.0,29739.0,C,A,75.8,5.32,246.07,4.3,low,0
TYR01085,Yokohama,YOK-Drive-254,195/65 R15,195,65,15,winter,mid-range,fleet,1394.0,rwd,front_left,Norway,Northern Europe,Oslo,59.90883,10.85262,cold,rural,2023-05-17,spring,49585.0,7.26,1.1,1.0,1.09,1.0,6.44,1.298,49585.0,0.0,A,B,74.4,7.38,176.91,3.57,critical,3
TYR01086,Pirelli,PIR-Sport-256,255/40 R19,255,40,19,all-season,premium,suv,2013.0,awd,rear_right,Germany,Western Europe,Berlin,52.58845,13.37247,continental,highway,2025-06-10,summer,35059.0,7.4,4.84,4.59,4.78,4.7,2.56,0.729,79517.0,44458.0,E,D,71.2,3.55,321.17,4.04,low,0
TYR01087,Goodyear,GOO-Grip-653,205/55 R16,205,55,16,winter,premium,family,1074.0,fwd,front_left,France,Western Europe,Lyon,45.6634,4.77415,temperate,rural,2025-10-01,autumn,34800.0,8.38,5.17,4.58,5.26,5.11,3.22,0.924,73387.0,38587.0,E,A,73.9,3.47,260.08,3.54,low,0
TYR01088,Continental,CON-Grip-322,225/45 R17,225,45,17,winter,premium,family,1540.0,awd,front_right,Netherlands,Western Europe,Amsterdam,52.38945,4.81782,oceanic,highway,2022-05-25,spring,14740.0,8.41,7.39,7.14,7.33,7.36,1.01,0.687,99030.0,84290.0,A,E,73.4,7.75,299.09,3.02,low,0
TYR01089,Michelin,MIC-Drive-303,205/55 R16,205,55,16,winter,premium,city,1267.0,rwd,front_left,Netherlands,Western Europe,Amsterdam,52.37767,4.92267,oceanic,mountain,2021-05-04,spring,12492.0,8.1,7.38,7.29,7.23,7.31,0.72,0.577,112654.0,100162.0,B,B,73.6,7.42,270.72,2.4,low,0
TYR01090,Yokohama,YOK-Sport-466,255/40 R19,255,40,19,summer,mid-range,city,1293.0,fwd,front_left,France,Western Europe,Lyon,45.93857,4.74801,temperate,highway,2021-05-08,spring,25003.0,7.58,6.1,5.85,6.16,6.09,1.48,0.591,101181.0,76178.0,A,B,72.7,7.95,271.15,2.68,low,0
TYR01091,Yokohama,YOK-Eco-107,205/55 R16,205,55,16,summer,mid-range,city,1043.0,awd,rear_left,Netherlands,Western Europe,Amsterdam,52.30415,5.04095,oceanic,mountain,2021-11-11,autumn,25406.0,7.66,6.14,5.78,6.08,6.11,1.52,0.596,101576.0,76170.0,C,E,71.9,5.47,232.04,2.28,low,0
TYR01092,Yokohama,YOK-Grip-818,235/45 R18,235,45,18,summer,mid-range,suv,1512.0,rwd,rear_left,Sweden,Northern Europe,Stockholm,59.39911,18.13538,cold,urban,2023-11-14,autumn,26158.0,8.3,5.87,5.48,5.94,5.83,2.42,0.927,72267.0,46109.0,E,C,76.3,3.68,240.66,3.33,low,0
TYR01093,Yokohama,YOK-Eco-231,235/45 R18,235,45,18,summer,mid-range,suv,2130.0,awd,rear_left,Spain,Southern Europe,Madrid,40.42338,-3.73361,mediterranean,urban,2020-07-30,summer,32014.0,7.58,6.03,5.74,5.88,5.98,1.56,0.487,122911.0,90897.0,D,A,75.3,4.74,242.33,1.97,low,0
TYR01094,Goodyear,GOO-Tour-732,205/55 R16,205,55,16,all-season,premium,ev,2161.0,fwd,front_left,Poland,Eastern Europe,Warsaw,52.27725,21.11194,continental,rural,2021-05-09,spring,33395.0,8.48,4.97,4.83,4.93,4.84,3.52,1.054,65335.0,31940.0,D,C,70.9,4.36,275.43,4.22,low,0
TYR01095,Goodyear,GOO-Grip-130,235/45 R18,235,45,18,summer,premium,family,1638.0,awd,front_right,Sweden,Northern Europe,Stockholm,59.25572,18.1042,cold,highway,2023-02-04,winter,35413.0,8.37,5.55,5.41,5.45,5.51,2.82,0.796,85040.0,49626.0,D,A,76.6,4.5,302.47,3.56,low,0
TYR01096,Pirelli,PIR-Eco-852,225/45 R17,225,45,17,winter,premium,suv,1978.0,rwd,rear_left,Norway,Northern Europe,Oslo,59.92439,10.67218,cold,urban,2019-04-16,spring,53110.0,8.16,2.42,2.06,2.44,2.21,5.74,1.081,60724.0,7614.0,B,D,76.6,5.66,280.93,4.63,high,2
TYR01097,Yokohama,YOK-Eco-529,195/65 R15,195,65,15,all-season,mid-range,ev,1956.0,awd,front_right,Italy,Southern Europe,Milan,45.51006,9.29532,mediterranean,highway,2020-02-15,winter,14170.0,8.45,7.48,7.32,7.57,7.17,0.97,0.683,100332.0,86162.0,A,D,75.8,8.61,226.62,2.26,low,0
TYR01098,Continental,CON-Drive-580,235/45 R18,235,45,18,winter,premium,ev,2409.0,awd,rear_right,Spain,Southern Europe,Madrid,40.43769,-3.76029,mediterranean,highway,2025-10-06,autumn,33840.0,8.49,6.52,6.47,6.61,6.44,1.97,0.581,118503.0,84663.0,D,A,72.4,4.12,331.45,2.8,low,0
TYR01099,Goodyear,GOO-Grip-228,225/45 R17,225,45,17,all-season,premium,fleet,1492.0,rwd,front_left,Germany,Western Europe,Berlin,52.41332,13.43039,continental,mountain,2024-07-11,summer,43043.0,8.47,,4.48,4.59,4.34,3.93,0.914,75240.0,32196.0,D,D,75.7,4.32,296.34,3.94,low,0
TYR01100,Goodyear,GOO-Grip-356,205/55 R16,205,55,16,summer,premium,city,1198.0,awd,front_left,France,Western Europe,Lyon,45.90603,4.81835,temperate,mountain,2022-03-02,spring,42480.0,8.43,4.7,4.46,4.81,4.52,3.73,0.877,77875.0,35394.0,D,A,71.9,4.89,,3.34,low,0
TYR01101,Bridgestone,BRI-Sport-854,225/45 R17,225,45,17,all-season,mid-range,ev,1865.0,awd,rear_left,Italy,Southern Europe,Milan,45.44262,9.14972,mediterranean,highway,2022-09-05,autumn,35943.0,8.43,5.82,5.68,5.81,5.8,2.61,0.725,94195.0,58252.0,B,C,72.6,6.46,300.04,3.19,low,0
TYR01102,Yokohama,YOK-Sport-592,195/65 R15,195,65,15,summer,mid-range,family,1415.0,fwd,front_right,Portugal,Southern Europe,Lisbon,38.83181,-9.20777,mediterranean,urban,2021-09-01,autumn,40355.0,8.25,4.65,4.06,4.69,4.45,3.59,0.89,74628.0,34273.0,A,B,73.2,7.32,,2.65,low,0
TYR01103,Hankook,HAN-Eco-862,205/55 R16,205,55,16,all-season,mid-range,fleet,1777.0,rwd,rear_right,Norway,Northern Europe,Oslo,59.89009,10.80896,cold,highway,2024-01-31,winter,47310.0,7.49,2.84,2.36,2.91,2.52,4.65,0.983,59883.0,12574.0,C,C,71.5,5.05,230.0,3.84,medium,1
TYR01104,Hankook,HAN-Tour-881,225/45 R17,225,45,17,summer,mid-range,suv,1931.0,rwd,rear_right,Germany,Western Europe,Berlin,52.43936,13.36638,continental,rural,2024-02-13,winter,43837.0,8.41,3.58,3.23,3.58,3.44,4.83,1.101,61850.0,18012.0,C,C,72.5,5.17,225.99,3.65,medium,1
TYR01105,Bridgestone,BRI-Eco-223,195/65 R15,195,65,15,winter,mid-range,ev,2267.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.17962,21.11194,continental,rural,2020-06-01,summer,35388.0,7.88,4.2,4.1,4.11,4.06,3.68,1.04,60351.0,24962.0,A,E,74.6,8.15,257.96,4.27,low,0
TYR01106,Bridgestone,BRI-Grip-507,205/55 R16,205,55,16,winter,mid-range,suv,1559.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.20921,21.04663,continental,rural,2019-12-06,winter,42824.0,7.57,4.26,4.11,4.26,4.09,3.31,0.772,77256.0,34432.0,E,E,75.9,3.39,256.45,3.32,low,0
TYR01107,Pirelli,PIR-Sport-637,205/55 R16,205,55,16,all-season,premium,family,1224.0,fwd,front_right,Poland,Eastern Europe,Warsaw,52.22606,21.04558,continental,mixed,2024-11-22,autumn,22297.0,8.23,6.43,6.26,6.29,6.34,1.8,0.808,82036.0,59739.0,C,A,73.3,6.13,267.68,3.26,low,0
TYR01108,Hankook,HAN-Sport-331,255/40 R19,255,40,19,summer,mid-range,fleet,1606.0,fwd,rear_left,Portugal,Southern Europe,Lisbon,38.69959,-9.18474,mediterranean,highway,2020-02-15,winter,58975.0,8.72,4.01,3.81,3.98,3.69,4.7,0.797,89268.0,30293.0,C,C,75.1,4.71,277.54,3.11,low,0
TYR01109,Yokohama,YOK-Drive-429,205/55 R16,205,55,16,winter,mid-range,city,1283.0,rwd,rear_left,Italy,Southern Europe,Milan,45.40115,9.30905,mediterranean,mountain,2024-11-07,autumn,46686.0,7.51,2.93,2.65,2.89,2.8,4.59,0.982,60205.0,13518.0,E,D,73.6,3.74,220.06,3.66,medium,1
TYR01110,Bridgestone,BRI-Drive-243,195/65 R15,195,65,15,summer,mid-range,suv,1816.0,awd,rear_left,Italy,Southern Europe,Milan,45.42338,9.22416,mediterranean,highway,2025-11-16,autumn,41577.0,8.44,5.72,5.53,5.64,5.58,2.73,0.656,104361.0,62784.0,C,A,73.3,5.47,241.53,2.31,low,0
TYR01111,BudgetRoad,BUD-Eco-331,205/55 R16,205,55,16,summer,budget,ev,2104.0,fwd,rear_right,Italy,Southern Europe,Milan,45.59174,9.12134,mediterranean,mountain,2025-08-19,summer,56808.0,7.26,3.41,3.11,3.33,3.18,3.86,0.679,83436.0,26629.0,B,D,73.9,6.35,172.74,2.07,medium,1
TYR01112,Goodyear,GOO-Tour-111,235/45 R18,235,45,18,summer,premium,fleet,1795.0,awd,front_right,Germany,Western Europe,Berlin,52.56159,13.40542,continental,highway,2023-12-22,winter,19430.0,8.06,6.68,6.26,6.7,6.56,1.39,0.713,90672.0,71242.0,A,B,72.9,8.54,321.83,3.55,low,0
TYR01113,Bridgestone,BRI-Sport-565,255/40 R19,255,40,19,summer,mid-range,fleet,1700.0,rwd,front_right,Spain,Southern Europe,Madrid,40.58509,-3.68185,mediterranean,mountain,2022-05-08,spring,25302.0,8.7,6.92,6.64,7.03,6.84,1.78,0.703,100925.0,75623.0,D,B,70.9,4.78,284.25,2.82,low,0
TYR01114,Continental,CON-Drive-876,225/45 R17,225,45,17,winter,premium,city,1482.0,rwd,rear_left,Italy,Southern Europe,Milan,45.57886,9.24229,mediterranean,urban,2024-03-25,spring,30355.0,8.52,7.1,6.93,6.99,7.04,1.42,0.468,147856.0,117501.0,B,A,74.4,7.39,302.53,2.05,low,0
